InspectionUID,FacilityHashID,InspectionDate,InpsectionHashID,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5749754,8F6D8043-0A9C-ED70-ECCF9AF221C80530,2/14/19 0:00,2226F011-5056-A20B-FAD88222D339A611,GARAY MEXICAN GRILL,5517 AIRLINE DR STE A,77076,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5749795,DC17749C-A6A5-0140-15048832A2F1E341,2/14/19 0:00,27961B0E-5056-A20B-FA9FB53C1621E631,CHAMA GAUCHA BRAZILIAN,5865 WESTHEIMER RD,77057,Restaurant - Full Service,OTHER,8,HIGH
5750948,6F2A3D3B-B143-D226-B4198C433ADE3DBB,2/24/19 0:00,2F513B2B-5056-A20B-FA73118476A738CA,HUGS & DONUTS,1901 N SHEPHERD DR STE 4,77008,Restaurant - Single Service,BREAKFAST,5,HIGH
5750980,7065,2/20/19 0:00,312E989C-5056-A20B-FA873E9FEDA32798,ARBY'S ROAST BEEF,11570 GULF  FWY,77034,Restaurant - Single Service,OTHER,0,MEDIUM
5750992,89D6205C-3048-94EE-98C1CB7004F4F8BF,2/24/19 0:00,327A4242-5056-A20B-FA2C6421FEC955E9,RADIO MILANO,800 SORELLA CT,77024,Restaurant - Full Service,OTHER,8,HIGH
5750998,DEB05236-F172-CBBF-A647803E5CD8CFDD,2/24/19 0:00,32C3F988-5056-A20B-FAEF934A5C728900,NORI JAPANESE RESTAURANT,700 TOWN AND COUNTRY STE 2400,77024,Restaurant - Full Service,JAPANESE,8,HIGH
5751101,75591,2/18/19 0:00,593084C3-5056-A20B-FA4BDE34D41001CA,RAISING CANE'S,7531 WESTHEIMER RD,77063,Restaurant - Single Service,CHICKEN,6,MEDIUM
5751150,49535,2/25/19 0:00,5EB6180D-5056-A20B-FAEB4BE7F2F7B1F2,THE BREAKFAST KLUB,3711 TRAVIS,77002,Restaurant - Single Service,BREAKFAST,7,HIGH
5751270,D5ACE5B8-B58A-0AB3-A01966B9F385CBE4,2/25/19 0:00,68B86931-5056-A20B-FAA07B0A3388F3E7,CHULAS SPORTS CANTINA,9501 SOUTHWEST FWY,77074,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5751278,FB6919F8-D939-91FB-6B75D5534F512D4E,2/25/19 0:00,692EEF60-5056-A20B-FAD7A3B34B222B86,BURGER KING,9603 BISSONNET,77036,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5700477,74211,1/7/19 0:00,B5B74E0B-5056-A20B-FA0320B267198E60,ANGIE'S COUNTRY KITCHEN,11708 HEMPSTEAD,77092,Restaurant - Full Service,CAFETERIA,8,HIGH
5700511,B9D751AE-5056-A20B-FA57AE1967F133E4,1/8/19 0:00,BA12096A-5056-A20B-FAE7849D8CC48B42,TRAVEL INN SUITES,17607 EASTEX FRWY,77396,Restaurant - Single Service,LOCAL / CONTINENTAL,0,LOW
5700518,FF4D5D2E-FCCF-1D86-BA5CC444D61FAD3C,1/8/19 0:00,BA808C55-5056-A20B-FA586D8549CF6ADA,BIG BURGER -V-,11207 W HARDY RD,77076,Restaurant - Single Service,"BURGERS, ETC.",7,HIGH
5700546,BB7D2990-5056-A20B-FA6527A723D951A5,1/8/19 0:00,BBE5298F-5056-A20B-FA7296EE77DF2218,IMPERIO TAQUERIA,9418 ALMEDA GENOA STE A,77075,Restaurant - Single Service,MEXICAN / HISPANIC,4,MEDIUM
5700576,AC3E75B3-5056-A20B-FA5DDE3F6BDE89D3,1/8/19 0:00,BCDD8AF7-5056-A20B-FA8BA357BBAE5C6E,RIEU CUA,12319 BELLAIRE STE 300,77072,Restaurant - Full Service,VIETNAMESE,6,HIGH
5722354,F0E8A6BD-A937-B518-BDD1D0777940E3F8,2/4/19 0:00,2FA53737-5056-A20B-FA6F344E2FC8F5B7,TACOS ARCELIA 99 #4 - Texas Com. # 2,1648 GESSNER RD,77080,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5722389,E3BF1E89-B09E-09EF-664D803D56CF9B62,2/4/19 0:00,331FF603-5056-A20B-FAD1315798B94DD8,TAQUERIA D.F. #1 - Della Carts,1418 GESSNER  DR STE B,77080,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5722411,87F5373A-0A1D-0A3D-C28D15195DA6B801,2/5/19 0:00,58A1895E-5056-A20B-FA6669747E98F2CA,BEANS CAFE',1127 ELDRIDGE PKWY STE 100,77077,Restaurant - Single Service,"BEVERAGES, ETC.",0,LOW
5722525,D07815F4-AAF2-B978-0916102FF1705E69,2/5/19 0:00,649660C7-5056-A20B-FAB8E6E2544A2C03,SALATA,711 LOUISANA ST STE R 22,77002,Restaurant - Single Service,SALADS,6,HIGH
5724561,B8EAC7BF-3048-9838-FC8D2220D29B7DBB,1/27/19 0:00,66EA2993-F3F4-402C-B8FB481E117C49F0,NAAM KHAO RESTAURANT & BAR,1420 ELDRIDGE PKWY,77077,Restaurant - Full Service,THAI,7,HIGH
5724574,79CF8299-0E1A-153A-AA21B6C826C2B5AB,1/28/19 0:00,39C1F30B-2308-459E-B400AD7A1033D10D,ANNAM INDIAN CUISINE,1029 N HIGHWAY 6 STE 200,77079,Restaurant - Full Service,INDIAN / PAKISTANI,6,HIGH
5728566,FB7471F8-BDCB-219E-8432A5491C0965C4,2/6/19 0:00,8496C7CB-5056-A20B-FA6402137DCBAF7A,BURGER KING,5115 KIRBY DR,77098,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5728568,A73D9F6A-056E-6CC4-EDA26286F9EB5ADE,2/6/19 0:00,84BFE703-5056-A20B-FA5D618932B7353E,EASTEX TRUCK STOP,6047 DWYER DR,77396,Restaurant - Single Service,MEXICAN / HISPANIC,6,MEDIUM
5728593,F5161102-A5D5-5A1B-D7505EDD3DAB5EB9,2/6/19 0:00,87F61A02-5056-A20B-FADAF409734881FD,TACO KALIENTE,2028 GESSNER,77080,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5722005,F2902725-5056-A20B-FA0F45A043093E10,2/3/19 0:00,F691C7A6-5056-A20B-FA6056B713D9D24F,FRENCHY'S  @ KELLEY,5227 KELLEY,77026,Restaurant - Single Service,CHICKEN,4,MEDIUM
5722037,5F5F2B72-E1BF-858A-7CD11204F9DCBB4D,2/3/19 0:00,F9E48C98-5056-A20B-FAF9E7C1D0D4082D,AMERICAS RESTAURANT,2040 W GRAY ST STE 200,77019,Restaurant - Full Service,OTHER,7,HIGH
5722049,62E3BCB1-DF59-4788-8E9E8A11725FEB02,2/3/19 0:00,FA7F1854-5056-A20B-FA72876B76BD32B3,SUBWAY,1605 S POST OAK LN,77056,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5722071,DB49947D-0A7E-A9E9-08A3F5A47E50B0FB,2/3/19 0:00,FBE78AF1-5056-A20B-FA15A594E8A2FC0B,OSTIONERIA MICHOACAN #5,5895 S GESSNER,77036,Restaurant - Full Service,SEAFOOD,4,MEDIUM
5722096,561,2/3/19 0:00,FF2317BD-5056-A20B-FA2721137917FCC7,KFC #W150295,9227 CULLEN,77051,Restaurant - Single Service,CHICKEN,4,MEDIUM
5749939,CB4BB16C-D325-830E-CC4011D1193217D6,2/17/19 0:00,BDFDF763-5056-A20B-FAAEC8C55F8ABA21,TAQUERIA EL GO-GO - El Guero,957 FM 1959,77034,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5749976,9580B4A7-A120-01DB-2BB723D21F52551F,2/17/19 0:00,C3E9F655-5056-A20B-FA364341CD8EECFF,EL DORADO MEXICAN RESTAURANT,1962 EL DORADO BLVD,77062,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750105,77E70E97-A198-4E18-9D0CD103EE0C132B,2/18/19 0:00,F16696E5-5056-A20B-FADA48A3E7B0123D,PANERA BREAD # 4114,3151 W HOLCOMBE STE A,77025,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5750122,DCD2349D-98FE-3592-1A19FE61AB25FD92,2/18/19 0:00,F29F6EF9-5056-A20B-FA41FE00D9C0D8BA,TAQUERIA CHAPIN - South West,6375 SKYLINE,77057,"Mobile - Conventional, Unrestricted , Non-motorized",,6,HIGH
5750211,F25F0749-06D7-7F47-D57BA981B042F30D,2/18/19 0:00,FB0C7DE5-5056-A20B-FAFDBE7AF99812E4,SALATA,303  MEMORIAL CITY  MALL STE 728,77024,Restaurant - Full Service,SALADS,7,HIGH
5750297,69863,2/18/19 0:00,003C9EAD-5056-A20B-FA35FB7FDB7DBA79,TACOS DEL JULIO,8203 LONG POINT,77055,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750306,F51C0993-B4F4-7791-2937AC36993866EB,2/18/19 0:00,00C0FC73-5056-A20B-FA02955815969F90,LAS CAZUELAS,844 SHARPSTOWN CTR STE FC-17,77036,Restaurant - Single Service,,7,HIGH
5722087,F3652C15-3048-98E7-04DE1723131B29B6,2/3/19 0:00,FD94A442-5056-A20B-FA2C9AC278183073,EL REY DEL CHURRO - texas commissary,2323  WIRT RD,77055,"Mobile - Conventional, Unrestricted, Motorized",,0,MEDIUM
5722101,75123,2/3/19 0:00,00C6263E-5056-A20B-FA8A8F2289971328,REFRESQUERIA RIO VERDE-DELLA CARTS,8315 LONG POINT,77092,"Mobile - Conventional, Unrestricted , Non-motorized",,6,HIGH
5722126,94577A71-DD6E-A9E8-28EA4939C3D04133,2/3/19 0:00,1D6BCFD1-5056-A20B-FA294F45D6A74B9F,STEAKOUNTRY,1010 ANTOINE DR,77055,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5722186,63194,2/4/19 0:00,22408166-5056-A20B-FA38232346BE0AE7,WENDY'S OLD FASHIONED HAMBURGERS,3950 N TERMINAL WAY STE E,77032,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5722195,67531,2/4/19 0:00,239B63A4-5056-A20B-FA529A8004493B44,EL TIEMPO RESTAURANT,5602 WASHINGTON,77007,Restaurant - Full Service,MEXICAN / HISPANIC,8,HIGH
5722289,59687,2/4/19 0:00,2C65193C-5056-A20B-FA56CF020528B150,EZ7,9903 N HOUSTON ROSSLYN,77088,Restaurant - Single Service,,0,MEDIUM
5700645,C47B88DA-A82C-7DB5-5C37047F0D70D456,1/8/19 0:00,C0267772-5056-A20B-FAAB79823AD061D2,EXPRESS NOODLE HOUSE,1200 MCKINNEY ST STE 321,77010,Restaurant - Full Service,CHINESE,7,HIGH
5700679,75492,1/8/19 0:00,C379504D-5056-A20B-FA5A4D5FACFCC14A,POTBELLY SANDWICH WORKS,1200 MCKINNEY STE 380,77010,Restaurant - Single Service,DELI,6,HIGH
5700720,63C8D4A9-FC34-8D28-1A9274EBC398B79B,1/9/19 0:00,E4A0D10F-5056-A20B-FA8D94894E525649,SUBWAY  # 42043,5475 WEST LOOP SOUTH STE 200,77081,Restaurant - Single Service,SANDWICHES,7,HIGH
5700726,9D382B85-0442-CF7E-8519A113762BA80F,1/9/19 0:00,E4C7DDFC-5056-A20B-FA6AD70E25129074,MARIA'S CATERING - Mobile Caterers of TX,3515 EASTEX FWY,77026,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5700765,D2375542-C37B-53DB-7D229DF31B96302B,1/9/19 0:00,E8A70E86-5056-A20B-FA55346E80248EF2,HONG KONG DIM SUM,9889 BELLAIRE STE 110,77036,Restaurant - Full Service,CHINESE,7,HIGH
5700768,C21C9C94-CEE1-CB97-9F98BF91F893F1A8,1/9/19 0:00,E93A3250-5056-A20B-FA678899EC5AFFBC,HYDERABAD  HOUSE,14838 PARK ROW STE A,77084,Restaurant - Full Service,INDIAN / PAKISTANI,8,HIGH
5700876,894DA763-3048-98E7-0464E5604FE20C01,1/9/19 0:00,F04AC80C-5056-A20B-FA9DECA325E92373,YORI-YORI,1302 BLALOCK RD STE FC-3,77055,Restaurant - Full Service,KOREAN,6,HIGH
5700934,988827ED-A57D-4F7E-7C880ECE2CEEB1AB,1/9/19 0:00,F343268C-5056-A20B-FA33BD56B63A536E,JERSEY MIKES SUBS #15034,103 YALE STE 300,77007,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5751394,DF23140C-0AC2-A0FA-0E3487727622593D,2/26/19 0:00,93334FEE-5056-A20B-FA764B9C3C658244,CAT CORA'S KITCHEN,3950 S TERMINAL WAY STE E-10,77032,Restaurant - Single Service,LOCAL / CONTINENTAL,0,MEDIUM
5751423,B235CEA9-ECED-0D83-3494E217874CEBDC,2/25/19 0:00,96F9E160-5056-A20B-FACDE4510A4791F8,SALATEEN RESTAURANT,622 FM 1959 RD,77034,Restaurant - Full Service,INDIAN / PAKISTANI,8,HIGH
5751430,E1B8880F-0359-2C94-6C15347110EB849A,2/26/19 0:00,9773F97C-5056-A20B-FA6798432ECF3098,TWISTED PALATE,4901 ROSE,77007,Restaurant - Single Service,LOCAL / CONTINENTAL,5,HIGH
5728597,CB5BA45D-EA0F-1F20-8DB864617156EA37,2/5/19 0:00,88640589-5056-A20B-FAF6D1305B4949CC,BONFIRE WINGS,12303 WESTHEIMER  STE F,77077,Restaurant - Full Service,CHICKEN,0,MEDIUM
5728630,AC0657CF-A35F-50FA-B93112284FA3BB93,2/6/19 0:00,8C119F3D-5056-A20B-FA1C8ABCFB68F1F4,LUNA PIZZERIA,3435 KIRBY CPE,77098,Restaurant - Single Service,DELI,3,MEDIUM
5728665,E030C223-C39F-2DB1-67ED6AC5A183A8D2,2/5/19 0:00,8FDD2C75-5056-A20B-FA3C9318EB904D3E,MARYAM'S CAFE,315 W 15TH,77008,Restaurant - Full Service,DESSERTS,6,HIGH
5728695,EB1859B0-F978-DD41-9F5C5D953FD8743D,2/6/19 0:00,916B6874-5056-A20B-FA741E680A2B6C49,POWELL BAR B.Q.,4101 CLOVER,77051,Restaurant - Full Service,BARBECUE,6,HIGH
5728799,F377F624-B33B-9E98-2C609C6031452A44,2/6/19 0:00,9864CD03-5056-A20B-FAEAF5F7573B4BB4,TAQUERIA PURO MEXICO #2 - Tex Star Comisaria,3405 W LITTLE YORK RD,77091,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5700936,63292,1/9/19 0:00,F3515021-5056-A20B-FAE33CF05F29930C,JESSICA'S MEXICAN FOOD,130 HARDWICKE  RD,77060,Restaurant - Full Service,,9,HIGH
5700969,EA630531-3048-94EE-9841061DF8F317B2,1/9/19 0:00,F6C51EBE-5056-A20B-FA98D0CFD2835C17,POTBELLY SANDWICH WORKS,1000 MAIN STE T70,77002,Restaurant - Single Service,SANDWICHES,6,HIGH
5700982,F027D1D2-90D5-1249-6A4A8D80315FD267,1/9/19 0:00,F959C0D7-5056-A20B-FACF1C3E2C3A7DBB,LONCHA'S FAMILY RESTAURANT,3809 MARKET ST,77020-4027,Restaurant - Full Service,MEXICAN / HISPANIC,5,HIGH
5701010,95D83208-BA40-BD82-61CB4E709550FC16,1/10/19 0:00,197A39DD-5056-A20B-FAB91F57ADE27F0B,FREEBIRDS WORLD BURRITO #35,13280 NORTHWEST  FWY STE A,77040,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5701104,9362DC96-E721-9B04-D814A13AB6C2E255,1/10/19 0:00,24A6E11F-5056-A20B-FA168CD0C976EC76,MF SUSHI HOUSTON,5887 WESTHEIMER RD STE K,77057,Restaurant - Full Service,SUSHI,8,HIGH
5701132,CB4596F0-3048-98E5-1A8DCC1583D8CD34,1/10/19 0:00,268AAF8A-5056-A20B-FA705C05E224E855,PHO HAI VAN RESTAURANT,12730 SCARSDALE,77089-6200,Restaurant - Full Service,VIETNAMESE,6,HIGH
5701154,D443A900-F2D5-8C75-688F3F08248DE484,1/11/19 0:00,476773D3-5056-A20B-FAF467370F13907F,MCDONALD'S,6000 GULF FWY,77023,Restaurant - Single Service,"BURGERS, ETC.",3,MEDIUM
5749824,E6BD6D94-3048-98E7-04EAED2E6A3A2A23,2/14/19 0:00,2AC62A60-5056-A20B-FA542856D1688F05,XFY MONGOLIAN HOT POT & GRILL,5901 WESTHEIMER RD STE A,77057,Restaurant - Full Service,OTHER,5,HIGH
5749834,660E7235-9502-5DAF-71E4E3079657D110,2/14/19 0:00,2C1C284E-5056-A20B-FA50D57DC74F12C4,EDDIE V'S PRIME SEAFOOD,12848 QUEENSBURY,77024,Restaurant - Full Service,,5,HIGH
5749886,C550CF79-F674-5A63-08629FDAB74E9BF1,2/12/19 0:00,336B58E7-5056-A20B-FA59275E37C60432,LITTLE CAESARS PIZZA,3331 TELEPHONE RD STE A,77023,Restaurant - Single Service,PIZZA,3,MEDIUM
5749982,A1F4229C-A112-1A14-E0EA1339B0BF6A25,2/17/19 0:00,C485A3DE-5056-A20B-FA65188E3F3867D4,MARIA'S GOURMET KITCHEN,10021 MAIN STE B7,77025,Restaurant - Single Service,,0,MEDIUM
5750079,CC466D4E-BFA0-93CA-E9CCA13F33AEE03C,2/17/19 0:00,EE7FA47F-5056-A20B-FAEE9D59CB66FC4A,THE AMERICANA CAFE,5120 WOODWAY STE 145,77056,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5750085,E210D68B-DD51-AD1E-216BB32C964FB570,2/18/19 0:00,EF9CE24A-5056-A20B-FA08CC18B0FFFE0E,TAQUERIA DE PURO JALISCO - Mi Jalisco,606 1/2 GULF BANK RD,77037,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5750146,CEDDF106-DF61-945B-766F882EF9DA5260,2/18/19 0:00,F5715AD8-5056-A20B-FA2AB3BD6A9A33DD,THE NEW GOLDEN PALACE,8520 BELLAIRE,77036,Restaurant - Full Service,CHINESE,5,HIGH
5701232,73ABFBDF-9795-EF7D-3F70D45D21923083,1/13/19 0:00,B5D23476-5056-A20B-FA5AAFD7472CB7A4,VARIEDADES PASAQUINA,14202 S POST OAK RD,77045,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5701273,5627,1/13/19 0:00,BBAAEA5E-5056-A20B-FA8E0AD51070701D,SUBWAY SANDWICHES,1086 FEDERAL  RD,77015,Restaurant - Single Service,DELI,7,MEDIUM
5701337,79DD81DE-D56C-D2FB-85BF8038A26CB3ED,1/13/19 0:00,BFD809C7-5056-A20B-FAD154319B85FD37,PIZZA HUT # 27171,2323 CLEAR LAKE CITY BLVD,77062,Restaurant - Single Service,PIZZA,0,MEDIUM
5701421,BCE47D55-DCF2-2214-6C3148CC3F678685,1/14/19 0:00,E5FF7B02-5056-A20B-FAC615D383E425A7,PHO AN #2,17565 TOMBALL  PKWY,77064,Restaurant - Full Service,VIETNAMESE,6,HIGH
5701505,74461,1/14/19 0:00,F0AF151B-5056-A20B-FA263A7D332E422D,THE TEA CUP CAFE,8300 W SAM HOUSTON PKWY S STE 126,77072,Restaurant - Single Service,"BEVERAGES, ETC.",5,HIGH
5722297,E0159896-E196-B699-F94CA4E48FA3046A,2/4/19 0:00,2C9C3B63-5056-A20B-FAA28DCA1594A1B3,CUPS AND CONES,12201 EAST FWY STE A-1,77015,Restaurant - Single Service,DESSERTS,4,LOW
5722378,BD74C854-5056-A20B-FA8464DFDE03D8C6,2/4/19 0:00,317AD120-5056-A20B-FAF4ED21B56D4EE8,THAI MAX,500 BAYBROOK MALL STE 9,77546,Restaurant - Single Service,THAI,4,MEDIUM
5722400,8EE428A6-D070-E6DB-B19F0969F0A0BA71,2/4/19 0:00,524E08C5-5056-A20B-FA991D079EF8D51F,JANG GUEM TOFU HOUSE,9896 BELLAIRE BLVD STE J,77036,Restaurant - Full Service,KOREAN,4,MEDIUM
5722486,EFDF456B-CB01-642F-45BF8709F2CF24B5,2/5/19 0:00,61DB52F9-5056-A20B-FAD3C110FE798EB2,OSTIONERIA LA REYNA,6249 BISSONNET,77081,Restaurant - Single Service,SEAFOOD,8,HIGH
5722540,B0798B6C-3048-94EE-98871FF41990A978,2/5/19 0:00,65E98430-5056-A20B-FAF44CE2BF0377CD,ALFA CAPRI RESTAURANT & FAST FOOD,10816 W BELLFORT,77099,Restaurant - Full Service,INDIAN / PAKISTANI,6,HIGH
5724578,71976,1/28/19 0:00,6BE3A720-9150-4A7A-9116F593B80A5A77,CHILI'S GRILL AND BAR,2110 S HIGHWAY 6,77077,Restaurant - Full Service,BAR & GRILL,9,HIGH
5751511,8D3011BC-A250-3CED-F884212D8F84E28C,2/26/19 0:00,9C79AB3A-5056-A20B-FA9DF77D9CB87CB7,CHURRASCO CHAMPION,7877 WILLOWCHASE BLVD,77070,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5751585,C0DBA825-5056-A20B-FAAEA79149710F02,2/27/19 0:00,C363E9B4-5056-A20B-FA5B7D12D3E5F108,TAQUERIA MI OFICINA-EL GUERO,1703 HOUSTON AVE,77007,"Mobile - Conventional, Unrestricted, Motorized",,5,HIGH
5751601,BE43FE89-DDF8-5D0A-24D5F7FDAE5E5263,2/26/19 0:00,C4D89CFF-5056-A20B-FACE8F649BAFE0E7,888 CHINESE RESTAURANT,12346 GULF FWY,77034,Restaurant - Full Service,CHINESE,7,HIGH
5751810,F947097D-5056-A20B-FA57AA80586E0761,2/28/19 0:00,F980219C-5056-A20B-FA0B4ED1312DCB54,MARY O'S CAFE,1977 BUTLER STE BLDG B,77030,Restaurant - Single Service,DELI,4,MEDIUM
5722257,D01E634D-A871-6F24-384989714849CA1F,2/4/19 0:00,2AAAE7DB-5056-A20B-FA35BE77AD0DB695,OK FOOD STORE,3420 W LITTLE YORK RD STE C,77091-1521,Restaurant - Single Service,,0,LOW
5722330,F8D868FF-C745-2CB9-CBFB14705152C821,2/4/19 0:00,2E1443AD-5056-A20B-FA381C508BE91125,7 SPICE CAJUN KITCHEN,11013 FUQUA ST,77089,Restaurant - Single Service,SEAFOOD,5,HIGH
5722335,AFA45383-91D9-9DD9-CE9F87A400247772,2/4/19 0:00,2E3AE9DB-5056-A20B-FA3FB3CE26AEB3B3,MAZAJ HOOKAH RESTAURANT,5615 RICHMOND AVE STE 180,77057,Restaurant - Full Service,INDIAN / PAKISTANI,5,HIGH
5751840,B35776BF-F235-8900-F612932DCAE90FDE,2/27/19 0:00,FD4ABA7C-5056-A20B-FA382997CF264E66,CULLEN'S UPSCALE AMERICAN GRILLE,11500 SPACE CENTER  BLVD,77059,Restaurant - Full Service,BAR & GRILL,9,HIGH
5751861,BF243DD3-0FCC-0166-4F3F8C6FCCE72912,2/28/19 0:00,FF3B6DBE-5056-A20B-FA3C0FA56E876FE5,HOLIDAY INN HOUSTON NRG/MEDICAL CENTER AREA,8111 KIRBY DR,77054,Restaurant - Full Service,LOCAL / CONTINENTAL,9,HIGH
5751874,756,2/28/19 0:00,0053ED4C-5056-A20B-FA1085F406550CFD,FOUNTAINVIEW FISH,2912 FOUNTAINVIEW,77057,Restaurant - Single Service,CHINESE,6,HIGH
5752011,E0DB5917-028E-3665-79EB42EAD7F97F57,3/3/19 0:00,97AE03B6-5056-A20B-FA492260DC74B2E7,TEX - CHICK,712 1/2 FAIRVIEW,77006,Restaurant - Full Service,MEXICAN / HISPANIC,5,HIGH
5752075,9FF79508-FDAF-AB9B-0A1C754DB2EFBAF2,3/3/19 0:00,9BC3721F-5056-A20B-FA1CA65F33845AA8,IBAR  & GRILL,7303 BREEN DR STE A,77086,Restaurant - Full Service,VIETNAMESE,5,HIGH
5752103,70046,3/3/19 0:00,9E12F949-5056-A20B-FA914173D105E45B,TIMEWISE FOOD STORE #7201,2539 BISSONNET,77005,Restaurant - Single Service,"BEVERAGES, ETC.",2,LOW
5750336,8D44C982-0F9D-6A60-DB977E593B393B96,2/18/19 0:00,0384E32B-5056-A20B-FAD069338C8E176C,LONG JOHN SILVER'S,1100 OLD SPANISH TRAIL,77054,Restaurant - Single Service,SEAFOOD,5,MEDIUM
5750346,75432564-99F2-1EC2-1F70ADD8925E030D,2/18/19 0:00,22201FE9-5056-A20B-FAA3ED4387981559,TAQUERIA MONCHIS,719 TELEPHONE  RD,77023-3117,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750397,81576A7B-AC08-6FC7-933228E859B556C6,2/19/19 0:00,2BCDCAC5-5056-A20B-FA424D78EF2AC621,TACOS MEXICO RESTAURANT,11132 AIRLINE DR,77037-1114,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5750421,D6B998D2-3048-94EE-985354D144B83F70,2/19/19 0:00,2E3B8403-5056-A20B-FA9BC254F8F8BE8C,KFC/TACO BELL,4317 LOCKWOOD DR,77026,Restaurant - Single Service,CHICKEN,7,HIGH
5750561,C360B4E8-DF8E-45D2-5286E0FF166F5FC6,2/20/19 0:00,5ADCF5CD-5056-A20B-FA5ADC3D65C4446D,RUGGLES GREEN-HEIGHTS,748 E 11 TH,77008,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5750570,596FF687-5056-A20B-FA2FD950548BA503,2/20/19 0:00,5B76A698-5056-A20B-FAA91F4EF7231254,TAQUERIA CHUY,122 W DYNA,77037,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5750596,8CA20DE1-E767-85D4-72570ABCE7151F7A,2/20/19 0:00,5FE9061D-5056-A20B-FAB9D5728C0FCC03,PHO DALAT,7758 W TIDWELL RD STE 108,77040-5790,Restaurant - Full Service,CHINESE,6,HIGH
5750170,5E3DC5B1-DBE0-E759-B26A904EE53790EE,2/18/19 0:00,F78E05CA-5056-A20B-FA0606CA8DC1D2BA,BOEING,13100 SPACE CENTER BLVD,77059,Restaurant - Full Service,CAFETERIA,5,HIGH
5750175,F7FA3300-5056-A20B-FA06903047D31759,2/18/19 0:00,F85BED1A-5056-A20B-FAEF890C01ACE1F2,GREAT AMERICAN COOKIES,757 MEMORIAL CITY MALL,77024,Restaurant - Single Service,DESSERTS,0,LOW
5750206,74058,2/18/19 0:00,FAB1522C-5056-A20B-FA6FD89E707C7A89,KANOMWAN RESTAURANT,736 1/2 TELEPHONE RD,77023,Restaurant - Full Service,THAI,5,HIGH
5750471,C145AED9-C34A-DA5A-5A5AEA4532DCADDC,2/19/19 0:00,32CBB52F-5056-A20B-FABD7D9ACDC90E02,TIME OUT SPORTS BAR #1,11460 FUQUA STE 100,77089,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5750953,9C2337B2-D24F-6F22-14CA54E2BCC5D961,2/24/19 0:00,2F7E4B93-5056-A20B-FAA6B7BE21EC70C4,GUADALAJARA DEL CENTRO,1201 SAN JACINTO STE 141,77002,Restaurant - Full Service,MEXICAN / HISPANIC,8,HIGH
5751023,61631,2/24/19 0:00,349136A4-5056-A20B-FAAC8DF0C1343E0E,KIM HAI VIETNAMESE/CHINESE CUISINE,12810 GULF  FWY STE B,77034,Restaurant - Full Service,VIETNAMESE,7,HIGH
5751031,D9E50345-3048-9838-FCEDAD7EE03C8A77,2/24/19 0:00,35487F57-5056-A20B-FA35571BE8DD5831,BECK'S PRIME,708 MEYERLAND PLAZA,77096,Restaurant - Full Service,"BURGERS, ETC.",7,HIGH
5751221,BB559642-E445-8B07-175E0DF0FB8FFA42,2/25/19 0:00,658E18C6-5056-A20B-FA51D0C0C7F8313C,TOWN PLACE SUITES,1050 BAY AREA  BLVD,77058,Restaurant - Single Service,LOCAL / CONTINENTAL,2,LOW
5751246,60296,2/25/19 0:00,67188C5C-5056-A20B-FADA4F63D702114E,RUCHIS TAQUERIA #6,6969 GULF  FWY STE 270,77087,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5726579,69293,1/29/19 0:00,849ACF82-D208-410C-B6C23ABB61A25882,YAO RESTAURANT BAR,9755 WESTHEIMER,77042,Restaurant - Full Service,CHINESE,9,HIGH
